Member_ID,First_name,Last_name,Membership_Type,Borrowing_Limit,Membership_Duration,Violations
2369,Amanda,Adkins,Student Membership,10,1,2
2370,Anna,Edwards,Individual Membership,5,1,1
2371,Bradley,Zhang,Family Membership,10,3,2
2372,Vanessa,Russo,Family Membership,10,2,2
2373,Emily,Cooper,Family Membership,10,4,5
2374,Audrey,Bartlett,Student Membership,10,2,0
2375,John,Parrish,Student Membership,10,2,3
2376,William,Davis,Student Membership,10,3,5
2377,Isaiah,Stark,Individual Membership,5,3,5
2378,Kevin,Hampton,Student Membership,10,2,4
2379,Samuel,Wood,Family Membership,10,5,3
2380,Karen,Mcbride,Individual Membership,5,4,1
2381,Eric,Vaughn,Family Membership,10,5,4
2382,Edward,Blake,Student Membership,10,3,2
2383,Ryan,Richardson,Individual Membership,5,5,2
2384,Barbara,Massey,Individual Membership,5,3,4
2385,Maria,Miller,Student Membership,10,5,4
2386,Rebecca,Johnson,Student Membership,10,1,3
2387,Edward,Elliott,Family Membership,10,3,4
2388,Marisa,Bishop,Individual Membership,5,5,5
2389,Adam,Daniels,Family Membership,10,5,0
2390,Teresa,Smith,Family Membership,10,3,3
2391,Patrick,Kidd,Student Membership,10,3,2
2392,Thomas,Hogan,Student Membership,10,5,1
2393,Michael,Turner,Individual Membership,5,3,5
2394,Linda,Floyd,Student Membership,10,4,5
2395,Hannah,Evans,Individual Membership,5,5,0
2396,Jeffrey,Nguyen,Student Membership,10,5,0
2397,Robert,Everett,Student Membership,10,1,5
2398,Marcus,Cohen,Family Membership,10,5,2
2399,Sarah,Miller,Individual Membership,5,1,3
2400,Steven,Gentry,Individual Membership,5,3,5
2401,Michael,Lang,Family Membership,10,3,2
2402,Pamela,Shelton,Individual Membership,5,5,0
2403,David,Ryan,Family Membership,10,3,5
2404,Katherine,Ramirez,Family Membership,10,4,2
2405,Joel,Rosario,Family Membership,10,5,5
2406,Paula,Best,Family Membership,10,2,3
2407,Jennifer,Gonzalez,Individual Membership,5,1,4
2408,Robert,Lamb,Family Membership,10,3,2
2409,Richard,Barnes,Student Membership,10,1,5
2410,Jeremy,Duncan,Individual Membership,5,5,0
2411,Tyler,Henderson,Family Membership,10,4,4
2412,Brittany,Reed,Family Membership,10,5,3
2413,David,Guzman,Family Membership,10,3,1
2414,Rebecca,Bennett,Student Membership,10,5,1
2415,James,Smith,Student Membership,10,1,2
2416,Anthony,Fuller,Individual Membership,5,4,5
2417,Javier,Wilson,Individual Membership,5,2,2
2418,Ashley,Williams,Student Membership,10,2,3
2419,Debbie,Phillips,Family Membership,10,1,0
2420,Christopher,Wyatt,Student Membership,10,4,1
2421,David,Huerta,Individual Membership,5,5,3
2422,Isaac,Mayer,Student Membership,10,5,3
2423,Jonathan,Lee,Student Membership,10,4,2
2424,Brittany,Greene,Family Membership,10,1,2
2425,Erin,Savage,Family Membership,10,5,5
2426,Teresa,Ramos,Student Membership,10,2,3
2427,Angela,Patterson,Student Membership,10,4,5
2428,Nancy,Stevens,Family Membership,10,1,4
2429,Diana,Nelson,Individual Membership,5,2,3
2430,Carrie,Moss,Family Membership,10,5,1
2431,Jacob,Warner,Individual Membership,5,3,4
2432,Tiffany,Wood,Family Membership,10,3,5
2433,Chloe,Duran,Family Membership,10,1,5
2434,Kelly,Molina,Student Membership,10,5,5
2435,Mary,Roberts,Family Membership,10,3,1
2436,Kurt,Small,Student Membership,10,1,2
2437,Brandon,Avery,Individual Membership,5,5,0
2438,Julie,Mack,Individual Membership,5,3,4
2439,Emily,Sims,Individual Membership,5,1,5
2440,Victoria,Ponce,Family Membership,10,4,2
2441,Marisa,Smith,Student Membership,10,2,0
2442,Matthew,Roberts,Family Membership,10,1,4
2443,Kimberly,Ramos,Student Membership,10,5,2
2444,Brandon,Coleman,Student Membership,10,2,0
2445,Kimberly,Rice,Family Membership,10,4,3
2446,Edwin,Meyer,Student Membership,10,5,1
2447,Felicia,Mejia,Family Membership,10,5,1
2448,Kimberly,Jackson,Student Membership,10,3,5
2449,James,Rice,Student Membership,10,2,2
2450,Mary,Cowan,Student Membership,10,1,1
2451,Matthew,Crawford,Individual Membership,5,3,0
2452,Brandon,Barton,Family Membership,10,2,5
2453,Alicia,Graham,Individual Membership,5,4,0
2454,Karen,Baldwin,Student Membership,10,2,3
2455,Andrea,Gibbs,Family Membership,10,3,3
2456,Peter,Galloway,Student Membership,10,2,0
2457,Brittney,York,Family Membership,10,5,0
2458,Cynthia,Neal,Individual Membership,5,1,3
2459,Hannah,Reynolds,Individual Membership,5,1,1
2460,Jennifer,Robinson,Student Membership,10,1,2
2461,James,Armstrong,Student Membership,10,3,0
2462,Francis,Thomas,Student Membership,10,1,1
2463,Kathleen,Nichols,Family Membership,10,4,0
2464,Jenny,Ruiz,Family Membership,10,4,0
2465,Marissa,Nunez,Family Membership,10,5,2
2466,Wanda,Browning,Student Membership,10,5,2
2467,Hector,Hull,Student Membership,10,3,3
2468,Heidi,Rivera,Individual Membership,5,2,4
2469,Ashley,Cochran,Individual Membership,5,5,5
2470,Sharon,Russo,Individual Membership,5,4,2
2471,Chase,Ward,Student Membership,10,3,1
2472,Regina,Ford,Family Membership,10,2,3
2473,Joanne,Martinez,Family Membership,10,3,1
2474,Alan,Delgado,Individual Membership,5,4,0
2475,Erica,Johnson,Student Membership,10,3,5
2476,Thomas,Hicks,Student Membership,10,2,0
2477,Brett,Thomas,Individual Membership,5,1,4
2478,Douglas,Roberts,Student Membership,10,4,3
2479,Kendra,Padilla,Family Membership,10,2,3
2480,Marc,Burns,Student Membership,10,1,5
2481,Peter,Reilly,Student Membership,10,5,0
2482,Karen,Williams,Individual Membership,5,1,2
2483,Anthony,Mann,Individual Membership,5,5,2
2484,David,Cantrell,Family Membership,10,3,2
2485,Samantha,Fleming,Individual Membership,5,2,3
2486,Destiny,Snow,Family Membership,10,5,1
2487,Brittany,Taylor,Student Membership,10,1,4
2488,Lawrence,Ruiz,Student Membership,10,5,4
2489,Victoria,Sanders,Student Membership,10,1,3
2490,Dawn,Mitchell,Student Membership,10,2,4
2491,Rebecca,Thomas,Individual Membership,5,3,4
2492,Rebecca,Williams,Student Membership,10,2,4
2493,Nathaniel,Clark,Student Membership,10,1,4
2494,Tiffany,Larson,Individual Membership,5,5,5
2495,Anthony,Gray,Individual Membership,5,1,4
2496,Natalie,Smith,Family Membership,10,3,4
2497,Joseph,Hood,Individual Membership,5,2,2
2498,Tammy,Lynn,Student Membership,10,1,1
2499,Aaron,Williams,Individual Membership,5,5,1
2500,Jimmy,Medina,Individual Membership,5,2,1
2501,Andrew,Norris,Student Membership,10,4,0
2502,Madeline,Watson,Individual Membership,5,3,4
2503,Shelley,Olson,Individual Membership,5,3,0
2504,Roberto,Foster,Individual Membership,5,1,2
2505,John,Harris,Student Membership,10,2,5
2506,Brian,Jones,Family Membership,10,1,4
2507,Michael,Sullivan,Student Membership,10,3,2
2508,Justin,Perez,Individual Membership,5,5,1
2509,Cynthia,Gonzales,Student Membership,10,2,1
2510,Susan,Jackson,Family Membership,10,4,3
2511,Jeffrey,Nguyen,Student Membership,10,4,5
2512,James,Burton,Family Membership,10,2,1
2513,Denise,Nguyen,Student Membership,10,3,1
2514,Teresa,Barry,Individual Membership,5,4,2
2515,Daniel,Hines,Individual Membership,5,5,0
2516,Gregory,Hall,Family Membership,10,5,4
2517,Michael,Wilkerson,Family Membership,10,2,4
2518,Sarah,Ibarra,Family Membership,10,5,5
2519,Gloria,Tucker,Family Membership,10,2,0
2520,Lisa,Goodwin,Family Membership,10,3,1
2521,Eric,Gonzalez,Individual Membership,5,3,1
2522,Carmen,Martin,Student Membership,10,4,0
2523,Chad,Ward,Student Membership,10,5,2
2524,Kendra,Brown,Individual Membership,5,3,4
2525,Jodi,Vang,Individual Membership,5,1,0
2526,Amy,Wilkins,Family Membership,10,3,1
2527,Margaret,Fletcher,Individual Membership,5,1,2
2528,Lisa,Brewer,Individual Membership,5,2,1
2529,Maureen,Navarro,Individual Membership,5,4,4
2530,Stephen,Kennedy,Family Membership,10,4,0
2531,Corey,Baker,Student Membership,10,1,1
2532,Lisa,Norton,Student Membership,10,5,4
2533,Luis,Barker,Student Membership,10,1,3
2534,Philip,Morris,Family Membership,10,3,0
2535,Christian,Lopez,Family Membership,10,1,0
2536,Shane,Rodriguez,Family Membership,10,1,3
2537,James,Mcintyre,Student Membership,10,2,0
2538,Heather,Thomas,Individual Membership,5,2,2
2539,Katie,Carrillo,Student Membership,10,1,1
2540,Joseph,Caldwell,Student Membership,10,4,1
2541,Bryan,Suarez,Family Membership,10,2,4
2542,Tiffany,Pierce,Family Membership,10,3,0
2543,Ebony,Wilkinson,Student Membership,10,4,3
2544,Katrina,Anderson,Family Membership,10,2,1
2545,Kayla,Waters,Family Membership,10,2,0
2546,Steven,Palmer,Family Membership,10,1,5
2547,Sandra,Williams,Family Membership,10,1,2
2548,Diana,White,Individual Membership,5,1,4
2549,John,Holland,Family Membership,10,1,2
2550,Beverly,Reynolds,Individual Membership,5,3,2
2551,Laura,Gregory,Student Membership,10,1,2
2552,Darlene,Clements,Individual Membership,5,3,2
2553,Melanie,Brown,Student Membership,10,1,2
2554,Kathryn,Johnson,Individual Membership,5,4,3
2555,Mike,Whitehead,Individual Membership,5,2,1
2556,April,Hayden,Family Membership,10,5,5
2557,James,Jones,Family Membership,10,4,0
2558,Bruce,Sanchez,Student Membership,10,5,1
2559,Erin,Fuller,Student Membership,10,3,3
2560,Victoria,Fitzgerald,Individual Membership,5,3,0
2561,Seth,Edwards,Student Membership,10,2,1
2562,Matthew,Lowe,Family Membership,10,3,3
2563,Cheryl,Hoffman,Individual Membership,5,4,1
2564,David,Hampton,Individual Membership,5,2,5
2565,Amanda,Love,Individual Membership,5,5,2
2566,Jon,Brown,Family Membership,10,5,3
2567,Cody,Day,Family Membership,10,5,2
2568,Brad,Hogan,Student Membership,10,1,5
2569,James,Peters,Family Membership,10,2,1
2570,Jill,Perry,Individual Membership,5,3,3
2571,Matthew,Sanders,Family Membership,10,4,5
2572,James,Valencia,Family Membership,10,4,4
2573,Sandra,Austin,Student Membership,10,5,2
2574,Kelly,West,Family Membership,10,1,2
2575,Amanda,Castillo,Family Membership,10,1,4
2576,Rachel,Shah,Family Membership,10,4,3
2577,Benjamin,Fowler,Family Membership,10,1,2
2578,Daniel,Adams,Student Membership,10,2,0
2579,Zachary,Williams,Student Membership,10,5,1
2580,Adriana,Cook,Individual Membership,5,2,5
2581,Jasmine,Anderson,Family Membership,10,4,2
2582,Mark,Hale,Individual Membership,5,5,4
2583,Jessica,Whitaker,Student Membership,10,4,3
2584,Zachary,Beard,Individual Membership,5,3,3
2585,Catherine,Palmer,Student Membership,10,1,1
2586,Paul,Ramirez,Student Membership,10,2,2
2587,James,Herrera,Family Membership,10,3,5
2588,Danielle,Barnes,Individual Membership,5,5,5
2589,Lauren,George,Family Membership,10,2,3
2590,Lisa,Rivas,Individual Membership,5,5,1
2591,Patricia,Lloyd,Student Membership,10,4,3
2592,Kristopher,Palmer,Student Membership,10,2,0
2593,Molly,Oconnell,Family Membership,10,5,3
2594,Heidi,Preston,Family Membership,10,1,1
2595,Christy,Cruz,Individual Membership,5,1,3
2596,Jason,Coleman,Student Membership,10,3,2
2597,Spencer,Perkins,Family Membership,10,1,1
2598,James,Little,Family Membership,10,4,1
2599,Roger,Davis,Family Membership,10,3,4
2600,Crystal,Rodriguez,Family Membership,10,1,5
2601,Michael,Griffin,Family Membership,10,1,3
2602,James,Thomas,Student Membership,10,4,5
2603,Alexis,Douglas,Individual Membership,5,1,0
2604,Karen,Santos,Student Membership,10,2,3
2605,Christopher,Ingram,Student Membership,10,4,0
2606,Katherine,Chambers,Student Membership,10,2,1
2607,Tyler,Moss,Family Membership,10,1,2
2608,Cheryl,Dalton,Student Membership,10,2,1
2609,Sherri,Brandt,Individual Membership,5,2,2
2610,Lisa,Simon,Student Membership,10,5,4
2611,Danielle,Evans,Individual Membership,5,5,2
2612,Kayla,Wolfe,Individual Membership,5,2,5
2613,Susan,Cervantes,Individual Membership,5,1,2
2614,Julie,Wise,Individual Membership,5,3,4
2615,Dana,Roman,Student Membership,10,5,0
2616,Kimberly,Li,Family Membership,10,5,2
2617,Jeffrey,Lawrence,Student Membership,10,2,2
2618,Robert,Hicks,Individual Membership,5,2,2
2619,Andres,Rodriguez,Family Membership,10,2,4
2620,Lindsay,Lowe,Student Membership,10,1,5
2621,Kimberly,Carter,Family Membership,10,4,0
2622,Scott,Stewart,Family Membership,10,5,1
2623,Kendra,Figueroa,Student Membership,10,3,0
2624,Sharon,Farmer,Student Membership,10,2,2
2625,Elizabeth,Snyder,Individual Membership,5,5,4
2626,Matthew,Mckee,Individual Membership,5,5,4
2627,Brian,Ortiz,Student Membership,10,1,5
2628,Devin,Johnston,Individual Membership,5,5,2
2629,Sarah,Wilson,Individual Membership,5,4,0
2630,Brett,Soto,Family Membership,10,5,4
2631,Ruben,Patterson,Individual Membership,5,4,1
2632,Catherine,Shaw,Individual Membership,5,2,5
2633,William,Schaefer,Student Membership,10,4,4
2634,Amber,Mcclain,Individual Membership,5,2,4
2635,Michelle,Clarke,Family Membership,10,1,5
2636,Heather,Pierce,Family Membership,10,3,1
2637,Timothy,Andrews,Family Membership,10,1,5
2638,Ashley,Thomas,Individual Membership,5,4,5
2639,Stephanie,Morales,Family Membership,10,4,0
2640,Elizabeth,Kelley,Individual Membership,5,3,5
2641,Lacey,Leach,Family Membership,10,2,4
2642,Sergio,Kramer,Student Membership,10,1,1
2643,Jessica,Herrera,Student Membership,10,3,5
2644,Benjamin,Patrick,Student Membership,10,4,2
2645,Gina,Walker,Student Membership,10,3,2
2646,Andrew,Thompson,Student Membership,10,4,3
2647,Andrew,Williams,Individual Membership,5,5,3
2648,Marc,Davis,Student Membership,10,1,1
2649,Fred,Sosa,Family Membership,10,1,5
2650,Samantha,Harvey,Individual Membership,5,3,0
2651,Kimberly,Jones,Student Membership,10,3,4
2652,Joseph,Cherry,Individual Membership,5,5,2
2653,Randy,Coffey,Student Membership,10,5,4
2654,Alvin,Jordan,Individual Membership,5,1,2
2655,Beth,Shaw,Family Membership,10,3,0
2656,Jeremy,Munoz,Individual Membership,5,4,0
2657,Tracey,Jones,Individual Membership,5,1,5
2658,Juan,Hale,Student Membership,10,3,1
2659,Megan,Fields,Individual Membership,5,5,4
2660,David,Kelly,Individual Membership,5,1,5
2661,Valerie,Shah,Family Membership,10,3,5
2662,John,Peters,Family Membership,10,1,0
2663,Jonathan,Griffith,Individual Membership,5,5,5
2664,Susan,Solis,Individual Membership,5,2,0
2665,Cameron,Bonilla,Family Membership,10,1,3
2666,Corey,Ruiz,Student Membership,10,4,2
2667,Tracy,Petersen,Individual Membership,5,5,3
2668,Jeremy,Jones,Family Membership,10,2,0
2669,Sandra,Cain,Family Membership,10,1,2
2670,Janet,Torres,Individual Membership,5,1,3
2671,Ruben,Ward,Family Membership,10,2,0
2672,Corey,Maldonado,Student Membership,10,1,5
2673,John,Velez,Student Membership,10,5,4
2674,Grace,Dougherty,Family Membership,10,2,1
2675,Darrell,Russo,Family Membership,10,2,2
2676,Michael,Armstrong,Individual Membership,5,3,5
2677,Michele,Blair,Individual Membership,5,1,1
2678,Luis,Jensen,Student Membership,10,4,2
2679,John,Stafford,Family Membership,10,4,4
2680,Michael,Dougherty,Student Membership,10,2,5
2681,Steven,Taylor,Student Membership,10,4,0
2682,Kim,Davidson,Student Membership,10,4,0
2683,Jesse,Kennedy,Individual Membership,5,2,2
2684,Nicholas,Rodriguez,Student Membership,10,3,4
2685,Robert,Ramos,Individual Membership,5,3,4
2686,Eric,Watson,Family Membership,10,3,5
2687,Tara,Becker,Student Membership,10,1,0
2688,Lisa,Martin,Individual Membership,5,2,0
2689,Patty,Crawford,Family Membership,10,3,1
2690,Ann,Moody,Family Membership,10,2,1
2691,Matthew,Cox,Individual Membership,5,4,4
2692,Courtney,Hicks,Individual Membership,5,3,3
2693,David,Parker,Family Membership,10,1,4
2694,Jonathan,Lambert,Student Membership,10,4,5
2695,Melissa,Wright,Student Membership,10,1,1
2696,Natalie,Joseph,Student Membership,10,1,4
2697,Kevin,Mcfarland,Individual Membership,5,5,1
2698,Gerald,Montoya,Family Membership,10,5,4
2699,Jessica,Alexander,Individual Membership,5,2,4
2700,Richard,Johnson,Individual Membership,5,3,3
2701,Teresa,Kim,Student Membership,10,2,5
2702,Shane,Chang,Student Membership,10,1,4
2703,Marissa,Howell,Family Membership,10,5,0
2704,Nicole,Barker,Student Membership,10,5,5
2705,Kelly,Lewis,Individual Membership,5,3,4
2706,Brooke,Roberts,Student Membership,10,5,0
2707,Nicholas,Wong,Individual Membership,5,1,5
2708,Dana,Stewart,Student Membership,10,5,0
2709,April,Chambers,Individual Membership,5,2,1
2710,Justin,Rogers,Student Membership,10,4,1
2711,Andrea,Noble,Family Membership,10,3,0
2712,David,Bernard,Student Membership,10,3,5
2713,Zachary,Cordova,Individual Membership,5,3,5
2714,Michael,Ashley,Individual Membership,5,2,0
2715,Danielle,Tucker,Individual Membership,5,2,5
2716,Heather,Jones,Family Membership,10,5,2
2717,Nathan,Gomez,Student Membership,10,4,5
2718,Kevin,Ingram,Family Membership,10,1,4
2719,Thomas,Hammond,Student Membership,10,5,0
2720,Gabriel,Sullivan,Family Membership,10,2,0
2721,John,Neal,Individual Membership,5,3,5
2722,Maria,Townsend,Family Membership,10,1,4
2723,Darrell,Miller,Family Membership,10,4,3
2724,Claudia,Ramirez,Individual Membership,5,2,5
2725,Megan,Morris,Individual Membership,5,4,1
2726,Phillip,Evans,Family Membership,10,2,0
2727,Sarah,Wright,Individual Membership,5,1,1
2728,Renee,Scott,Student Membership,10,2,5
2729,Shawn,Baker,Individual Membership,5,1,2
2730,Steven,Booth,Family Membership,10,5,2
2731,Christopher,Daugherty,Student Membership,10,3,0
2732,Dana,Johnson,Individual Membership,5,4,4
2733,Joshua,Cunningham,Family Membership,10,1,1
2734,Rebecca,Lambert,Student Membership,10,2,2
2735,Edward,Reed,Individual Membership,5,4,5
2736,Brian,White,Student Membership,10,1,0
2737,Sonia,Baker,Family Membership,10,1,4
2738,Christopher,Thompson,Individual Membership,5,5,5
2739,Sarah,West,Student Membership,10,3,1
2740,Andrew,Phillips,Family Membership,10,3,4
2741,Sandra,Estrada,Family Membership,10,3,3
2742,Samantha,Thomas,Family Membership,10,1,1
2743,Lauren,Watts,Individual Membership,5,1,0
2744,Nicolas,Hernandez,Individual Membership,5,5,3
2745,Brian,Harrington,Family Membership,10,2,0
2746,Tracey,Watts,Student Membership,10,1,4
2747,Jennifer,Chavez,Family Membership,10,1,1
2748,Sheila,Johnson,Individual Membership,5,5,3
2749,Chelsea,Allen,Student Membership,10,5,2
2750,William,Stewart,Student Membership,10,3,3
2751,Erin,Robertson,Student Membership,10,1,1
2752,Randall,Arias,Student Membership,10,3,3
2753,Clinton,Chavez,Individual Membership,5,5,2
2754,Tommy,Jones,Individual Membership,5,1,4
2755,Connie,Tucker,Student Membership,10,4,4
2756,Kristen,Owens,Family Membership,10,5,1
2757,Michele,Knox,Individual Membership,5,1,4
2758,James,Chapman,Student Membership,10,4,2
2759,Sandra,Scott,Family Membership,10,1,1
2760,Peggy,Romero,Family Membership,10,1,0
2761,Nicholas,Cooper,Student Membership,10,2,2
2762,Bruce,Bennett,Student Membership,10,3,5
2763,Heather,Vaughn,Student Membership,10,1,4
2764,Teresa,Malone,Individual Membership,5,4,2
2765,Dennis,Li,Family Membership,10,5,3
2766,Sherry,Haley,Student Membership,10,2,0
2767,Stephanie,Flores,Individual Membership,5,5,4
2768,Donna,Brooks,Student Membership,10,3,3
2769,Kim,Mckinney,Student Membership,10,2,0
2770,Francisco,Baker,Student Membership,10,1,3
2771,David,Cox,Family Membership,10,3,4
2772,Ashley,Crawford,Individual Membership,5,1,2
2773,Alyssa,Garcia,Student Membership,10,5,5
2774,Dustin,Snyder,Family Membership,10,1,0
2775,Virginia,Johnson,Student Membership,10,4,1
2776,Maria,Bryant,Individual Membership,5,4,3
2777,Sheri,Johnson,Student Membership,10,4,2
2778,Jose,Young,Individual Membership,5,3,3
2779,Robert,Ellis,Student Membership,10,4,1
2780,Timothy,Young,Family Membership,10,4,2
2781,Ana,Dennis,Student Membership,10,3,3
2782,Tyler,Mcintyre,Student Membership,10,2,5
2783,Wanda,Webb,Student Membership,10,1,0
2784,Kenneth,Howard,Individual Membership,5,5,5
2785,Nicholas,Jenkins,Family Membership,10,2,1
2786,Patricia,Edwards,Family Membership,10,2,5
2787,Robert,Evans,Individual Membership,5,1,0
2788,Sandra,Tanner,Family Membership,10,3,2
2789,Sheila,Adams,Family Membership,10,3,5
2790,James,Gonzalez,Family Membership,10,1,2
2791,Ashley,Chambers,Family Membership,10,1,2
2792,Jose,Flores,Family Membership,10,2,4
2793,Amanda,Anderson,Student Membership,10,5,2
2794,Michele,Joseph,Family Membership,10,5,3
2795,Peter,Diaz,Family Membership,10,2,0
2796,John,Burns,Individual Membership,5,1,2
2797,Jenny,Patel,Individual Membership,5,1,2
2798,James,Steele,Individual Membership,5,1,1
2799,John,Ryan,Student Membership,10,4,2
2800,Bradley,Ferrell,Individual Membership,5,3,1
2801,Stephanie,Bryant,Individual Membership,5,3,0
2802,Michelle,Adams,Student Membership,10,3,0
2803,Teresa,Miller,Individual Membership,5,4,1
2804,Michael,Jones,Family Membership,10,1,3
2805,John,Rodriguez,Individual Membership,5,1,2
2806,Jessica,Clark,Student Membership,10,1,0
2807,Cameron,Simmons,Student Membership,10,5,4
2808,Jennifer,Garrett,Student Membership,10,3,5
2809,Alicia,Davis,Individual Membership,5,1,5
2810,Travis,Taylor,Individual Membership,5,4,5
2811,Valerie,Griffin,Individual Membership,5,3,4
2812,Joshua,Taylor,Student Membership,10,3,3
2813,Mary,Flores,Student Membership,10,2,3
2814,Jill,Sanchez,Family Membership,10,5,0
2815,Willie,Miller,Family Membership,10,2,3
2816,Sean,Bird,Individual Membership,5,4,1
2817,Charles,Lowe,Student Membership,10,1,4
2818,Sharon,Gibbs,Individual Membership,5,1,2
2819,Christopher,Russo,Student Membership,10,1,3
2820,Ashley,Gardner,Student Membership,10,5,3
2821,Scott,Johnson,Individual Membership,5,1,4
2822,Michael,Simon,Family Membership,10,3,2
2823,Ashley,Rivera,Individual Membership,5,4,3
2824,Robert,Walker,Student Membership,10,2,3
2825,April,Keller,Individual Membership,5,2,0
2826,Lisa,Thompson,Individual Membership,5,2,4
2827,Miguel,Sims,Family Membership,10,1,5
2828,Eric,Dawson,Student Membership,10,1,3
2829,Christina,Huynh,Student Membership,10,2,1
2830,David,Johnson,Family Membership,10,2,1
2831,Brian,Bolton,Family Membership,10,1,1
2832,Christina,Walton,Individual Membership,5,3,2
2833,Karen,Hughes,Student Membership,10,2,5
2834,Matthew,Middleton,Student Membership,10,3,4
2835,Matthew,Arellano,Student Membership,10,4,0
2836,Gerald,Blevins,Family Membership,10,5,5
2837,Teresa,Torres,Individual Membership,5,2,5
2838,Jared,Mullen,Individual Membership,5,5,5
2839,Sean,Higgins,Individual Membership,5,2,2
2840,Barbara,Arnold,Family Membership,10,4,5
2841,Amanda,Ramos,Individual Membership,5,4,4
2842,Sherri,Duncan,Student Membership,10,2,5
2843,Kenneth,Myers,Student Membership,10,3,5
2844,Scott,Mendoza,Family Membership,10,3,0
2845,Emily,Perez,Family Membership,10,2,5
2846,Lisa,Wade,Student Membership,10,2,4
2847,Julie,Mendoza,Individual Membership,5,1,2
2848,Kristen,Gregory,Family Membership,10,3,0
2849,Timothy,Thomas,Individual Membership,5,1,5
2850,Brandon,Valentine,Student Membership,10,2,5
2851,David,Coleman,Individual Membership,5,3,5
2852,Tina,Choi,Student Membership,10,4,0
2853,Jasmine,Little,Individual Membership,5,1,1
2854,Travis,Olson,Family Membership,10,3,4
2855,William,Jacobson,Family Membership,10,1,3
2856,Michael,Montes,Family Membership,10,3,0
2857,Gregory,Cox,Student Membership,10,4,2
2858,Nicholas,Miller,Family Membership,10,5,5
2859,Danielle,Myers,Individual Membership,5,1,1
2860,Olivia,Gutierrez,Student Membership,10,5,2
2861,Susan,Barnett,Family Membership,10,5,2
2862,Travis,Khan,Student Membership,10,3,0
2863,Kathryn,Kelly,Individual Membership,5,1,2
2864,Craig,Hoffman,Student Membership,10,1,3
2865,Hannah,Henderson,Student Membership,10,3,1
2866,Roger,Bishop,Student Membership,10,2,4
2867,Bryan,Washington,Family Membership,10,3,2
2868,Matthew,Pollard,Student Membership,10,1,2
2869,Edward,Rocha,Family Membership,10,2,5
2870,Katherine,Lowery,Student Membership,10,4,5
2871,Andrew,Gordon,Student Membership,10,1,4
2872,Rachael,Page,Individual Membership,5,1,5
2873,Daniel,Anthony,Student Membership,10,5,4
2874,Randy,Cooley,Individual Membership,5,3,5
2875,Joseph,Meyer,Student Membership,10,3,2
2876,Aaron,Palmer,Family Membership,10,4,1
2877,Craig,Wilson,Student Membership,10,3,5
2878,Rebecca,Diaz,Family Membership,10,4,5
2879,Mitchell,Daniels,Family Membership,10,2,1
2880,Daniel,Gordon,Student Membership,10,2,1
2881,Christopher,Hicks,Individual Membership,5,3,4
2882,Barry,Moore,Student Membership,10,2,5
2883,Jennifer,Powers,Family Membership,10,5,5
2884,Jamie,Fuller,Family Membership,10,1,0
2885,Daniel,Miller,Family Membership,10,1,3
2886,James,Jordan,Student Membership,10,2,0
2887,Jennifer,Jennings,Student Membership,10,2,4
2888,Casey,Smith,Family Membership,10,1,2
2889,Aaron,Jones,Individual Membership,5,1,1
2890,Dakota,Dunn,Family Membership,10,4,5
2891,Dawn,Long,Family Membership,10,5,0
2892,Suzanne,Glass,Individual Membership,5,5,0
2893,Lori,Smith,Family Membership,10,1,0
2894,David,Harris,Individual Membership,5,3,4
2895,Andrew,Hernandez,Individual Membership,5,1,4
2896,Dawn,Williams,Family Membership,10,2,0
2897,Douglas,Young,Student Membership,10,2,5
2898,Craig,Griffith,Student Membership,10,3,4
2899,Teresa,Hendricks,Individual Membership,5,5,0
2900,Michelle,Jackson,Student Membership,10,1,0
2901,Richard,Martinez,Individual Membership,5,5,2
2902,Curtis,Alvarez,Student Membership,10,1,0
2903,Jon,Williams,Student Membership,10,5,5
2904,Jeffrey,Fritz,Family Membership,10,3,5
2905,Shawn,Rodriguez,Family Membership,10,5,1
2906,Michelle,Boone,Student Membership,10,5,0
2907,Adam,Hoffman,Student Membership,10,4,2
2908,Wayne,Peterson,Individual Membership,5,3,5
2909,Denise,Harper,Student Membership,10,2,4
2910,Frank,Estrada,Individual Membership,5,2,4
2911,Shannon,Brown,Student Membership,10,4,4
2912,Erika,Peterson,Individual Membership,5,4,3
2913,Ashley,Chan,Family Membership,10,1,0
2914,Kimberly,Wade,Family Membership,10,4,0
2915,Jennifer,Miller,Family Membership,10,1,4
2916,Jennifer,Estes,Student Membership,10,5,1
2917,Paula,Lynch,Student Membership,10,5,2
2918,Monica,Smith,Student Membership,10,4,4
2919,Cynthia,Huynh,Family Membership,10,3,5
2920,Brandon,Thomas,Individual Membership,5,3,3
2921,Michael,Willis,Student Membership,10,4,5
2922,Jennifer,Davis,Individual Membership,5,3,1
2923,Peggy,Yang,Individual Membership,5,4,4
2924,David,Todd,Individual Membership,5,5,4
2925,Kara,Giles,Family Membership,10,5,5
2926,Sandra,Mcdowell,Student Membership,10,4,4
2927,Laura,Adkins,Family Membership,10,4,2
2928,Brian,Yang,Student Membership,10,3,0
2929,Matthew,Bennett,Individual Membership,5,2,4
2930,Linda,Hernandez,Student Membership,10,2,1
2931,Timothy,Lloyd,Student Membership,10,5,1
2932,David,Burch,Family Membership,10,5,5
2933,Gregory,Nelson,Student Membership,10,4,3
2934,Michael,Cervantes,Individual Membership,5,4,3
